ID;DEST_CRED;SEXO;CATEGORIA_NEG;EXPERIENCIA_NEGOCIO;ESTADO_CIVIL;EDAD; NIVEL_ENDEUDAMIENTO ;NUMERO_ENTIDADES;M_MAX;ING_BRUTO
2113764;Consumo;Hombre;Informal;311;Divorciado;43; 46,85 ;cinco o +;272; 11.327.000 
865032426;Activo fijo;Hombre;Producción;497;Soltero;23; 47,53 ;uno;36; 13.260.000 
494917843;Consumo;Hombre;Comercio;474;Unión Libre;43; 34,95 ;cuatro;57; 4.650.000 
860184393;Consumo;Mujer;Comercio;251;Divorciado;36; 2,93 ;uno;87; 3.503.000 
281229884;Consumo;Hombre;Comercio;34;Soltero;24; 18,38 ;dos;7; 3.871.000 
310650756;Crédito vehículo;Mujer;Servicios;582;Divorciado;36; 31,12 ;tres;14; 4.200.000 
921561210;Consumo;Mujer;Servicios;345;Casado;56; 22,41 ;tres;2; 3.991.000 
878850663;Consumo;Mujer;Comercio;470;Unión Libre;20; 57,73 ;uno;10; 11.522.000 
467066314;Consumo;Hombre;Informal;521;Soltero;43; 11,15 ;tres;283; 6.761.000 
429775087;Consumo;Mujer;Comercio;511;Unión Libre;37; 48,80 ;cinco o +;8; 5.335.000 
820919596;Consumo;Hombre;Comercio;422;Soltero;42; 43,22 ;tres;1; 4.224.000 
456824958;Consumo;Mujer;Comercio;118;Casado;36; 44,13 ;uno;26; 4.650.000 
950269171;Capital de trabajo;Hombre;Comercio;143;Soltero;26; 40,00 ;cuatro;251; 3.755.000 
887475008;Crédito vehículo;Mujer;Producción;297;Divorciado;56; 28,18 ;cuatro;13; 6.302.000 
528966424;Activo fijo;Hombre;Producción;488;Casado;42; 15,32 ;dos;3; 10.653.000 
957565138;Consumo;Mujer;Informal;123;Unión Libre;23; 33,76 ;cuatro;0; 6.653.000 
608541083;Crédito vehículo;Hombre;Comercio;77;Soltero;53; 78,87 ;dos;27; 3.104.000 
852909911;Activo fijo;Mujer;Producción;186;Divorciado;63; 10,37 ;dos;1; 4.704.000 
57740688;Crédito vehículo;Hombre;Comercio;557;Unión Libre;43; 75,83 ;uno;41; 9.421.000 
885683894;Activo fijo;Hombre;Comercio;366;Soltero;32; 39,05 ;cuatro;76; 5.350.000 
676799117;Consumo;Hombre;Comercio;20;Casado;38; 77,60 ;cinco o +;269; 11.873.000 
519351336;Activo fijo;Mujer;Comercio;279;Divorciado;43; 21,21 ;cinco o +;17; 7.259.000 
255417430;Consumo;Hombre;Producción;381;Casado;45; 62,17 ;tres;25; 4.931.000 
41629650;Consumo;Mujer;Comercio;406;Soltero;43; 10,92 ;tres;7; 7.410.000 
233026833;Consumo;Mujer;Comercio;271;Divorciado;42; 55,91 ;tres;16; 12.522.000 
748758622;Activo fijo;Mujer;Producción;6;Soltero;50; 44,01 ;dos;85; 6.153.000 
537038168;Capital de trabajo;Hombre;Servicios;185;Casado;37; 19,59 ;tres;10; 4.704.000 
649060025;Consumo;Mujer;Producción;54;Unión Libre;43; 22,30 ;cinco o +;81; 4.650.000 
510373991;Capital de trabajo;Hombre;Servicios;113;Divorciado;46; 71,56 ;cuatro;67; 4.650.000 
56070945;Crédito vehículo;Mujer;Producción;69;Soltero;45; 39,45 ;cuatro;63; 8.447.000 
424563203;Capital de trabajo;Hombre;Producción;523;Casado;30; 17,85 ;tres;15; 5.276.000 
79672239;Activo fijo;Mujer;Informal;527;Soltero;39; 22,02 ;cuatro;56; 9.428.000 
280088210;Consumo;Mujer;Producción;428;Viudo;64; 23,80 ;cuatro;22; 5.499.000 
288890761;Crédito vehículo;Mujer;Comercio;593;Casado;48; 10,23 ;cuatro;77; 7.914.000 
698711819;Capital de trabajo;Hombre;Informal;169;Soltero;52; 43,65 ;dos;15; 12.364.000 
214054126;Consumo;Hombre;Producción;111;Divorciado;24; 54,86 ;cuatro;21; 5.391.000 
429419389;Consumo;Mujer;Comercio;408;Divorciado;30; 3,33 ;uno;139; 8.022.000 
269453443;Crédito vehículo;Hombre;Comercio;366;Divorciado;43; 1,17 ;cinco o +;36; 2.970.000 
830718427;Consumo;Hombre;Comercio;136;Casado;49; 75,33 ;dos;27; 9.886.000 
982981520;Crédito vehículo;Mujer;Informal;499;Soltero;23; 36,56 ;cuatro;40; 5.218.000 
536473004;Crédito vehículo;Mujer;Comercio;501;Casado;49; 51,76 ;dos;24; 12.352.000 
869651859;Consumo;Mujer;Emprendedor;18;Unión Libre;39; 80,92 ;dos;29; 11.503.000 
491633643;Crédito vehículo;Hombre;Producción;553;Casado;40; 59,17 ;tres;1; 10.229.000 
730078443;Consumo;Mujer;Informal;376;Divorciado;31; 32,68 ;tres;26; 4.200.000 
287723450;Consumo;Hombre;Comercio;412;Soltero;35; 87,47 ;cuatro;149; 11.429.000 
817083409;Consumo;Hombre;Comercio;108;Divorciado;43; 77,19 ;tres;29; 9.493.000 
847427897;Activo fijo;Mujer;Comercio;98;Divorciado;36; 47,88 ;dos;3; 4.913.000 
930981803;Activo fijo;Mujer;Producción;527;Unión Libre;26; 53,68 ;tres;9; 10.623.000 
941922514;Consumo;Hombre;Servicios;428;Soltero;23; 52,51 ;cuatro;78; 9.442.000 
814648256;Consumo;Hombre;Producción;368;Unión Libre;52; 60,91 ;tres;14; 3.147.000 
138617371;Consumo;Hombre;Comercio;92;Casado;43; 43,54 ;dos;49; 8.572.000 
497417586;Activo fijo;Mujer;Producción;107;Casado;30; 43,22 ;cuatro;29; 13.035.000 
827991257;Consumo;Hombre;Producción;179;Casado;30; 65,53 ;tres;8; 10.538.000 
908280375;Crédito vehículo;Hombre;Comercio;161;Casado;26; 77,22 ;dos;22; 5.354.000 
199716214;Activo fijo;Hombre;Servicios;616;Casado;60; 8,47 ;uno;25; 10.155.000 
614816595;Crédito vehículo;Hombre;Emprendedor;12;Unión Libre;37; 62,72 ;cuatro;84; 10.968.000 
311979964;Crédito vehículo;Mujer;Comercio;132;Unión Libre;58; 69,58 ;tres;22; 6.998.000 
685988359;Crédito vehículo;Mujer;Servicios;207;Unión Libre;25; 25,09 ;cuatro;67; 6.150.000 
322051969;Activo fijo;Hombre;Servicios;178;Unión Libre;37; 33,07 ;tres;10; 5.153.000 
238509496;Consumo;Hombre;Comercio;125;Casado;51; 54,61 ;tres;2; 9.436.000 
141675941;Crédito vehículo;Mujer;Servicios;388;Divorciado;39; 15,49 ;dos;6; 5.425.000 
92797497;Consumo;Mujer;Comercio;400;Soltero;28; 42,86 ;tres;29; 11.278.000 
257223532;Crédito vehículo;Mujer;Comercio;401;Soltero;22; 43,65 ;cuatro;8; 6.185.000 
722158857;Activo fijo;Hombre;Comercio;317;Divorciado;27; 44,02 ;dos;15; 7.494.000 
259220170;Crédito vehículo;Mujer;Comercio;46;Unión Libre;59; 83,29 ;cuatro;58; 10.685.000 
202692583;Capital de trabajo;Hombre;Servicios;599;Unión Libre;51; 45,67 ;cinco o +;80; 5.368.000 
632157973;Consumo;Mujer;Producción;443;Divorciado;49; 13,82 ;tres;183; 4.505.000 
719594449;Crédito vehículo;Hombre;Comercio;536;Casado;45; 31,07 ;tres;13; 6.620.000 
471719832;Consumo;Mujer;Comercio;521;Divorciado;38; 55,39 ;dos;84; 5.373.000 
506949651;Consumo;Mujer;Informal;45;Soltero;50; 59,07 ;tres;0; 9.599.000 
91118554;Consumo;Mujer;Comercio;35;Casado;48; 72,32 ;dos;38; 9.206.000 
646453133;Consumo;Hombre;Comercio;204;Unión Libre;51; 17,27 ;dos;15; 3.928.000 
669707187;Capital de trabajo;Hombre;Servicios;88;Soltero;33; 6,00 ;cinco o +;315; 5.500.000 
242328721;Capital de trabajo;Hombre;Comercio;374;Unión Libre;45; 14,54 ;cuatro;88; 4.650.000 
424968881;Consumo;Mujer;Comercio;242;Casado;42; 2,27 ;cinco o +;316; 4.200.000 
102742023;Consumo;Mujer;Servicios;332;Viudo;39; 76,92 ;cuatro;0; 3.763.000 
723516293;Activo fijo;Hombre;Producción;252;Unión Libre;26; 82,44 ;dos;2; 5.332.000 
859137170;Capital de trabajo;Hombre;Comercio;77;Soltero;60; 22,21 ;tres;55; 6.922.000 
313367081;Capital de trabajo;Hombre;Servicios;306;Divorciado;40; 57,89 ;dos;282; 3.930.000 
251933534;Consumo;Mujer;Producción;508;Divorciado;48; 18,24 ;dos;35; 15.112.000 
722940800;Consumo;Mujer;Comercio;343;Unión Libre;55; 24,22 ;dos;58; 6.116.000 
556630671;Capital de trabajo;Hombre;Comercio;445;Unión Libre;49; 43,90 ;tres;51; 4.145.000 
291832125;Consumo;Mujer;Producción;233;Soltero;45; 48,76 ;tres;25; 7.093.000 
144920532;Consumo;Hombre;Producción;154;Soltero;39; 66,09 ;dos;2; 7.212.000 
157620362;Crédito vehículo;Mujer;Producción;189;Divorciado;59; 71,75 ;cuatro;9; 5.449.000 
941919705;Consumo;Hombre;Comercio;249;Casado;25; 37,56 ;uno;2; 11.228.000 
343906682;Consumo;Mujer;Comercio;160;Unión Libre;30; 43,65 ;tres;26; 5.371.000 
111779219;Consumo;Hombre;Servicios;266;Casado;48; 38,57 ;tres;60; 9.898.000 
804005065;Consumo;Mujer;Servicios;315;Unión Libre;45; 44,73 ;uno;18; 10.575.000 
345015859;Consumo;Mujer;Comercio;166;Divorciado;38; 50,54 ;cuatro;8; 11.574.000 
165973673;Capital de trabajo;Hombre;Comercio;293;Casado;36; 24,16 ;dos;82; 4.513.000 
989068980;Consumo;Mujer;Comercio;107;Divorciado;31; 89,98 ;cuatro;26; 11.004.000 
858065066;Consumo;Hombre;Producción;357;Soltero;44; 42,68 ;tres;3; 12.082.000 
196546944;Crédito vehículo;Hombre;Servicios;298;Casado;59; 5,92 ;cuatro;24; 5.487.000 
924458729;Consumo;Mujer;Informal;474;Divorciado;44; 56,97 ;dos;260; 11.908.000 
302138645;Consumo;Mujer;Informal;302;Casado;28; 65,32 ;cuatro;48; 9.043.000 
898092187;Consumo;Mujer;Producción;398;Divorciado;55; 73,11 ;dos;0; 5.302.000 
899712308;Consumo;Hombre;Comercio;365;Unión Libre;26; 22,66 ;cinco o +;62; 5.425.000 
323176303;Consumo;Mujer;Comercio;468;Unión Libre;39; 57,97 ;cuatro;5; 4.650.000 
55728290;Consumo;Mujer;Comercio;85;Unión Libre;45; 42,68 ;uno;11; 5.362.000 
780441052;Activo fijo;Hombre;Comercio;59;Divorciado;43; 83,59 ;tres;10; 5.202.000 
432101660;Activo fijo;Hombre;Producción;352;Casado;57; 48,94 ;tres;39; 3.525.000 
715675555;Consumo;Mujer;Comercio;142;Divorciado;36; 70,59 ;uno;17; 16.713.000 
434483004;Consumo;Mujer;Servicios;361;Unión Libre;33; 13,07 ;tres;26; 3.603.000 
358921765;Crédito vehículo;Mujer;Comercio;78;Casado;43; 45,19 ;cinco o +;51; 9.229.000 
593557377;Activo fijo;Hombre;Comercio;334;Viudo;49; 85,52 ;uno;9; 4.650.000 
610726932;Activo fijo;Mujer;Comercio;588;Divorciado;46; 41,18 ;uno;0; 8.353.000 
505500859;Consumo;Mujer;Comercio;69;Unión Libre;23; 46,60 ;dos;21; 5.490.000 
870756458;Consumo;Mujer;Servicios;164;Soltero;30; 45,50 ;tres;12; 5.500.000 
295053031;Consumo;Mujer;Comercio;553;Casado;34; 77,72 ;cuatro;7; 8.611.000 
261356746;Consumo;Hombre;Comercio;519;Soltero;38; 49,56 ;tres;20; 4.650.000 
178128191;Crédito vehículo;Hombre;Servicios;466;Unión Libre;57; 2,25 ;uno;58; 3.878.000 
471751408;Consumo;Mujer;Comercio;159;Unión Libre;32; 77,88 ;uno;16; 4.650.000 
241949255;Consumo;Mujer;Servicios;612;Casado;42; 86,58 ;cuatro;36; 4.621.000 
210012642;Activo fijo;Hombre;Producción;148;Soltero;43; 42,97 ;uno;6; 5.224.000 
448195485;Consumo;Hombre;Servicios;86;Divorciado;45; 44,13 ;cuatro;21; 2.634.000 
647700080;Activo fijo;Hombre;Producción;534;Casado;59; 85,70 ;cinco o +;78; 12.521.000 
759114137;Crédito vehículo;Mujer;Comercio;67;Unión Libre;42; 78,73 ;dos;16; 5.274.000 
801965215;Crédito vehículo;Mujer;Emprendedor;16;Soltero;41; 39,99 ;uno;0; 8.471.000 
820493951;Consumo;Hombre;Producción;11;Divorciado;52; 42,67 ;cuatro;15; 11.353.000 
819371733;Crédito vehículo;Hombre;Comercio;79;Unión Libre;43; 80,04 ;uno;26; 5.732.000 
689714783;Consumo;Mujer;Comercio;400;Casado;42; 48,65 ;dos;10; 10.249.000 
545300527;Activo fijo;Hombre;Comercio;623;Casado;47; 32,69 ;cuatro;12; 12.415.000 
971810602;Activo fijo;Mujer;Informal;520;Casado;55; 11,93 ;cuatro;5; 3.588.000 
438140692;Activo fijo;Hombre;Comercio;600;Soltero;45; 81,34 ;cuatro;90; 12.068.000 
89130028;Consumo;Hombre;Comercio;372;Divorciado;22; 58,94 ;dos;25; 14.163.000 
515921173;Crédito vehículo;Hombre;Producción;13;Unión Libre;27; 87,14 ;dos;275; 8.430.000 
537870586;Consumo;Hombre;Comercio;135;Unión Libre;51; 39,47 ;cinco o +;4; 5.204.000 
833547123;Activo fijo;Mujer;Comercio;341;Casado;51; 20,82 ;cuatro;84; 7.975.000 
834972170;Capital de trabajo;Hombre;Comercio;16;Casado;39; 10,22 ;dos;20; 9.878.000 
858945284;Activo fijo;Mujer;Comercio;255;Divorciado;42; 43,65 ;cuatro;293; 4.401.000 
595845090;Capital de trabajo;Hombre;Comercio;328;Divorciado;51; 30,33 ;tres;43; 11.868.000 
237310394;Consumo;Mujer;Servicios;369;Soltero;50; 45,19 ;tres;23; 7.941.000 
149252606;Capital de trabajo;Hombre;Comercio;504;Divorciado;45; 36,34 ;cuatro;25; 8.387.000 
294911058;Activo fijo;Mujer;Comercio;41;Divorciado;32; 18,27 ;tres;20; 5.334.000 
713410128;Capital de trabajo;Hombre;Comercio;45;Soltero;45; 15,23 ;uno;1; 4.171.000 
334984828;Crédito vehículo;Mujer;Producción;515;Divorciado;48; 15,31 ;cuatro;9; 10.559.000 
143207766;Consumo;Hombre;Servicios;512;Soltero;48; 19,38 ;tres;16; 9.818.000 
248653607;Consumo;Mujer;Comercio;77;Unión Libre;46; 13,08 ;tres;0; 10.921.000 
380479661;Crédito vehículo;Mujer;Servicios;156;Divorciado;40; 57,60 ;tres;84; 11.278.000 
863650584;Crédito vehículo;Mujer;Producción;433;Casado;45; 44,08 ;cuatro;3; 9.485.000 
890047355;Consumo;Mujer;Producción;461;Soltero;43; 76,13 ;tres;24; 4.650.000 
992985650;Activo fijo;Mujer;Servicios;454;Soltero;41; 18,79 ;cuatro;42; 5.499.000 
65229006;Consumo;Hombre;Comercio;161;Casado;49; 36,06 ;cinco o +;29; 3.806.000 
918357391;Activo fijo;Mujer;Comercio;262;Divorciado;21; 9,00 ;dos;22; 5.409.000 
13056470;Consumo;Hombre;Comercio;543;Unión Libre;41; 28,00 ;tres;9; 3.205.000 
271504415;Consumo;Hombre;Producción;565;Casado;38; 42,29 ;cinco o +;22; 8.947.000 
533034549;Consumo;Hombre;Comercio;17;Soltero;48; 40,48 ;tres;11; 11.977.000 
431810935;Consumo;Mujer;Producción;441;Casado;20; 11,94 ;cuatro;65; 11.016.000 
389937789;Consumo;Mujer;Producción;520;Divorciado;62; 83,94 ;tres;70; 15.394.000 
693119772;Capital de trabajo;Hombre;Comercio;205;Unión Libre;42; 36,38 ;cinco o +;29; 5.351.000 
950366541;Crédito vehículo;Mujer;Comercio;118;Divorciado;25; 38,46 ;tres;10; 8.366.000 
519825068;Crédito vehículo;Mujer;Comercio;214;Unión Libre;43; 60,80 ;tres;2; 5.263.000 
637325437;Crédito vehículo;Mujer;Comercio;397;Unión Libre;43; 38,75 ;tres;0; 10.273.000 
173193619;Consumo;Mujer;Informal;282;Unión Libre;38; 23,88 ;tres;12; 10.681.000 
128342822;Activo fijo;Hombre;Servicios;444;Soltero;47; 71,05 ;cuatro;8; 5.442.000 
502649417;Crédito vehículo;Mujer;Comercio;41;Unión Libre;41; 52,92 ;dos;1; 12.073.000 
931671881;Capital de trabajo;Hombre;Comercio;203;Divorciado;31; 17,36 ;cuatro;68; 5.334.000 
513162570;Activo fijo;Mujer;Informal;44;Unión Libre;47; 9,25 ;dos;27; 4.650.000 
24738831;Consumo;Mujer;Emprendedor;14;Casado;53; 49,56 ;cuatro;20; 3.301.000 
203323145;Capital de trabajo;Hombre;Comercio;279;Casado;62; 41,98 ;uno;184; 3.662.000 
584336402;Crédito vehículo;Mujer;Comercio;294;Unión Libre;59; 59,49 ;tres;0; 5.449.000 
152352734;Crédito vehículo;Mujer;Comercio;359;Casado;30; 67,84 ;tres;36; 8.318.000 
638858039;Consumo;Mujer;Producción;233;Divorciado;40; 32,69 ;dos;4; 6.139.000 
859259576;Activo fijo;Hombre;Producción;382;Unión Libre;68; 63,54 ;tres;52; 11.935.000 
53851439;Activo fijo;Mujer;Comercio;386;Unión Libre;49; 66,75 ;dos;2; 5.213.000 
50561033;Consumo;Hombre;Comercio;523;Casado;38; 98,49 ;tres;13; 12.273.000 
290227354;Consumo;Hombre;Servicios;340;Casado;23; 35,50 ;tres;31; 3.966.000 
918811491;Activo fijo;Hombre;Producción;167;Divorciado;65; 41,98 ;dos;2; 5.847.000 
39040105;Capital de trabajo;Hombre;Comercio;247;Unión Libre;58; 82,04 ;cuatro;23; 4.891.000 
999347053;Capital de trabajo;Hombre;Informal;142;Divorciado;37; 51,36 ;tres;20; 5.449.000 
394801135;Activo fijo;Mujer;Producción;174;Casado;57; 14,25 ;cinco o +;13; 6.834.000 
404486602;Capital de trabajo;Hombre;Servicios;389;Soltero;27; 5,65 ;uno;7; 10.135.000 
487777776;Activo fijo;Mujer;Comercio;91;Unión Libre;47; 49,65 ;tres;8; 7.421.000 
675737544;Consumo;Mujer;Servicios;361;Unión Libre;42; 64,95 ;cuatro;0; 9.435.000 
173762124;Crédito vehículo;Hombre;Comercio;469;Casado;33; 89,93 ;cuatro;57; 8.033.000 
36360878;Consumo;Hombre;Comercio;49;Soltero;30; 71,48 ;uno;13; 5.382.000 
635714170;Crédito vehículo;Mujer;Servicios;169;Soltero;43; 8,67 ;tres;80; 7.392.000 
826136645;Consumo;Mujer;Servicios;46;Soltero;59; 42,67 ;tres;27; 6.188.000 
747602521;Consumo;Hombre;Servicios;17;Soltero;43; 12,60 ;tres;11; 5.500.000 
629129276;Consumo;Mujer;Servicios;193;Casado;56; 5,63 ;dos;22; 9.165.000 
875259926;Consumo;Mujer;Comercio;41;Casado;28; 61,36 ;uno;61; 10.153.000 
785407257;Consumo;Mujer;Producción;396;Divorciado;42; 71,44 ;cuatro;14; 5.334.000 
12597795;Crédito vehículo;Mujer;Comercio;56;Unión Libre;62; 47,68 ;tres;14; 7.772.000 
584243532;Activo fijo;Hombre;Comercio;373;Unión Libre;50; 47,13 ;tres;18; 10.785.000 
25639581;Consumo;Hombre;Comercio;102;Casado;60; 81,76 ;tres;4; 5.334.000 
698152866;Consumo;Mujer;Comercio;185;Soltero;53; 17,63 ;dos;10; 4.020.000 
667630666;Consumo;Mujer;Comercio;229;Soltero;39; 30,39 ;tres;26; 4.291.000 
461179246;Activo fijo;Hombre;Producción;387;Unión Libre;37; 49,55 ;tres;39; 9.617.000 
176638748;Capital de trabajo;Hombre;Comercio;277;Unión Libre;30; 45,64 ;uno;37; 4.121.000 
833189455;Consumo;Mujer;Producción;145;Divorciado;38; 63,97 ;tres;56; 11.609.000 
903389423;Consumo;Mujer;Comercio;286;Soltero;45; 65,52 ;uno;29; 9.482.000 
906779466;Crédito vehículo;Hombre;Comercio;19;Divorciado;46; 61,96 ;uno;5; 13.301.000 
284033704;Consumo;Hombre;Comercio;302;Divorciado;38; 44,05 ;dos;15; 6.904.000 
115958723;Consumo;Mujer;Producción;411;Unión Libre;25; 57,31 ;tres;0; 4.025.000 
702203498;Consumo;Mujer;Comercio;175;Unión Libre;32; 5,53 ;tres;5; 8.480.000 
581084493;Consumo;Mujer;Informal;37;Soltero;32; 84,12 ;cuatro;0; 7.803.000 
647306584;Consumo;Hombre;Comercio;218;Divorciado;57; 76,99 ;uno;10; 7.494.000 
603086336;Activo fijo;Mujer;Producción;412;Casado;65; 79,87 ;cuatro;16; 9.449.000 
881436789;Crédito vehículo;Hombre;Informal;204;Divorciado;45; 85,11 ;cinco o +;182; 12.989.000 
53541612;Crédito vehículo;Mujer;Comercio;36;Soltero;37; 46,65 ;uno;9; 4.390.000 
810710740;Consumo;Hombre;Producción;67;Casado;30; 43,22 ;dos;26; 8.490.000 
434003798;Consumo;Mujer;Comercio;68;Soltero;51; 48,96 ;cuatro;78; 3.569.000 
47651385;Consumo;Hombre;Servicios;384;Casado;27; 44,01 ;tres;24; 9.043.000 
676788268;Crédito vehículo;Mujer;Comercio;309;Casado;45; 3,22 ;cuatro;53; 6.596.000 
482754510;Capital de trabajo;Hombre;Producción;83;Divorciado;47; 35,88 ;cinco o +;29; 5.391.000 
400957087;Crédito vehículo;Mujer;Servicios;91;Unión Libre;47; 43,60 ;tres;42; 4.195.000 
50194401;Consumo;Hombre;Comercio;216;Divorciado;57; 2,19 ;cuatro;64; 15.765.000 
524578653;Consumo;Hombre;Servicios;142;Unión Libre;49; 56,11 ;tres;62; 5.204.000 
268418989;Consumo;Mujer;Comercio;293;Unión Libre;38; 42,62 ;cuatro;0; 5.273.000 
248761449;Consumo;Hombre;Comercio;487;Casado;47; 1,71 ;cuatro;6; 12.811.000 
636363806;Capital de trabajo;Hombre;Servicios;145;Soltero;55; 38,46 ;tres;23; 3.679.000 
576064650;Capital de trabajo;Hombre;Comercio;76;Casado;47; 55,36 ;cuatro;12; 5.354.000 
265993935;Crédito vehículo;Mujer;Servicios;80;Divorciado;31; 45,43 ;cuatro;61; 4.616.000 
204555285;Consumo;Hombre;Servicios;333;Casado;42; 40,65 ;cuatro;23; 5.301.000 
59856752;Capital de trabajo;Hombre;Comercio;43;Soltero;43; 65,90 ;tres;35; 7.889.000 
150819865;Activo fijo;Mujer;Producción;98;Casado;36; 36,78 ;tres;32; 3.101.000 
65303457;Consumo;Hombre;Comercio;149;Divorciado;62; 69,94 ;dos;76; 3.760.000 
555101045;Crédito vehículo;Hombre;Emprendedor;15;Divorciado;48; 52,81 ;uno;7; 16.748.000 
320471276;Capital de trabajo;Mujer;Emprendedor;5;Unión Libre;53; 87,86 ;cinco o +;8; 5.261.000 
806972235;Consumo;Mujer;Comercio;300;Casado;45; 69,30 ;cinco o +;212; 4.650.000 
165726220;Consumo;Hombre;Comercio;366;Soltero;27; 59,61 ;tres;25; 7.687.000 
507775634;Consumo;Hombre;Comercio;394;Unión Libre;24; 63,87 ;tres;55; 3.419.000 
392965657;Consumo;Mujer;Comercio;300;Casado;22; 29,12 ;dos;25; 3.766.000 
420364376;Activo fijo;Mujer;Comercio;333;Soltero;46; 36,40 ;dos;2; 4.200.000 
539095160;Activo fijo;Hombre;Comercio;353;Casado;40; 31,87 ;tres;88; 8.544.000 
94604445;Consumo;Hombre;Producción;192;Unión Libre;51; 63,90 ;cuatro;28; 5.670.000 
161879068;Capital de trabajo;Mujer;Emprendedor;8;Unión Libre;59; 32,75 ;tres;0; 5.419.000 
573393556;Activo fijo;Hombre;Comercio;492;Casado;25; 43,22 ;tres;64; 9.707.000 
415803793;Activo fijo;Mujer;Comercio;425;Unión Libre;25; 63,74 ;tres;16; 5.320.000 
849084676;Consumo;Mujer;Producción;540;Divorciado;31; 8,15 ;cinco o +;4; 7.365.000 
741234076;Activo fijo;Mujer;Emprendedor;12;Soltero;43; 36,54 ;cinco o +;86; 5.301.000 
982351244;Consumo;Hombre;Producción;406;Soltero;40; 18,92 ;uno;24; 5.382.000 
314186501;Crédito vehículo;Hombre;Servicios;410;Divorciado;57; 4,02 ;uno;31; 4.650.000 
833049120;Consumo;Hombre;Servicios;226;Unión Libre;57; 17,35 ;cuatro;4; 5.425.000 
328462045;Capital de trabajo;Hombre;Producción;265;Soltero;44; 78,77 ;cuatro;7; 3.770.000 
676784910;Consumo;Mujer;Comercio;200;Divorciado;44; 46,97 ;dos;29; 7.002.000 
211993449;Consumo;Mujer;Comercio;91;Casado;42; 36,33 ;dos;22; 5.469.000 
756639687;Consumo;Mujer;Comercio;317;Soltero;38; 24,20 ;tres;11; 5.320.000 
161639492;Consumo;Hombre;Comercio;541;Unión Libre;31; 43,76 ;uno;8; 3.101.000 
496079708;Activo fijo;Hombre;Comercio;345;Divorciado;49; 21,76 ;uno;7; 11.837.000 
213678491;Consumo;Mujer;Servicios;22;Casado;32; 44,19 ;tres;26; 8.263.000 
403702911;Crédito vehículo;Mujer;Comercio;521;Divorciado;31; 91,18 ;uno;16; 5.464.000 
16624134;Capital de trabajo;Hombre;Comercio;214;Casado;45; 49,52 ;cuatro;6; 10.234.000 
716941928;Crédito vehículo;Mujer;Comercio;361;Unión Libre;50; 8,98 ;dos;11; 7.421.000 
629119706;Consumo;Hombre;Comercio;411;Unión Libre;30; 43,87 ;tres;2; 4.778.000 
814124430;Capital de trabajo;Hombre;Comercio;244;Divorciado;52; 64,97 ;tres;8; 5.368.000 
902136408;Crédito vehículo;Mujer;Comercio;269;Casado;59; 44,73 ;cuatro;15; 5.443.000 
971085738;Crédito vehículo;Mujer;Comercio;411;Casado;41; 89,99 ;cuatro;7; 4.236.000 
433668062;Crédito vehículo;Hombre;Informal;107;Divorciado;46; 77,06 ;dos;13; 6.637.000 
799084729;Consumo;Hombre;Comercio;286;Casado;58; 41,48 ;cuatro;17; 9.113.000 
722769478;Consumo;Hombre;Comercio;568;Soltero;35; 39,84 ;tres;24; 3.504.000 
194883488;Crédito vehículo;Mujer;Comercio;445;Casado;43; 44,28 ;tres;79; 3.588.000 
266574636;Crédito vehículo;Mujer;Comercio;622;Unión Libre;56; 37,98 ;cuatro;63; 4.650.000 
105860939;Crédito vehículo;Hombre;Comercio;521;Soltero;26; 73,72 ;tres;36; 9.889.000 
696111433;Activo fijo;Hombre;Comercio;16;Soltero;36; 64,48 ;cinco o +;12; 10.178.000 
210600847;Crédito vehículo;Hombre;Servicios;119;Unión Libre;31; 28,70 ;cuatro;6; 6.759.000 
293850258;Activo fijo;Hombre;Producción;158;Casado;38; 35,04 ;tres;21; 12.069.000 
408763058;Consumo;Mujer;Producción;74;Unión Libre;44; 64,03 ;cuatro;71; 4.650.000 
423348980;Activo fijo;Hombre;Emprendedor;9;Unión Libre;38; 30,55 ;cuatro;15; 5.252.000 
678576471;Consumo;Mujer;Producción;248;Casado;46; 78,37 ;tres;26; 5.274.000 
576175844;Activo fijo;Mujer;Comercio;559;Divorciado;60; 84,14 ;tres;61; 4.926.000 
892839724;Consumo;Hombre;Servicios;301;Divorciado;59; 44,77 ;dos;26; 7.709.000 
787738861;Activo fijo;Mujer;Comercio;482;Unión Libre;27; 27,38 ;cinco o +;25; 6.815.000 
152918082;Crédito vehículo;Mujer;Producción;299;Casado;39; 70,42 ;tres;82; 6.144.000 
363616170;Activo fijo;Hombre;Producción;389;Casado;38; 28,79 ;cuatro;9; 9.167.000 
870818972;Crédito vehículo;Hombre;Comercio;77;Casado;52; 70,93 ;tres;54; 6.904.000 
601570104;Consumo;Mujer;Servicios;587;Soltero;34; 40,75 ;dos;5; 6.800.000 
609007142;Activo fijo;Mujer;Informal;524;Casado;38; 40,00 ;cuatro;97; 7.897.000 
761805325;Consumo;Mujer;Producción;513;Unión Libre;60; 77,29 ;cuatro;37; 2.711.000 
14709251;Consumo;Mujer;Comercio;528;Divorciado;48; 41,98 ;cuatro;44; 5.043.000 
894277408;Capital de trabajo;Hombre;Producción;8;Casado;21; 9,17 ;dos;258; 9.158.000 
617522085;Consumo;Mujer;Comercio;344;Divorciado;21; 69,42 ;tres;8; 4.197.000 
